18.1466   0.0175136   1.39331   1.45729
13.2429   0.0842642   5.62194   -1.64266
15.0108   0.0105956   3.76801   1.11028
12.1705   0.0085051   3.02751   1.33317
15.3003   0.00916509   2.05397   0.363317
15.9634   0.0147802   2.73713   1.09304
10.3144   0.0325122   1.76373   -0.141822
12.6668   0.00669562   4.06794   1.4722
10.9906   0.0816731   1.81769   -3.75229
11.3981   0.0398733   3.85138   -0.467512
10.5226   0.0157514   3.17208   0.698166
11.1613   0.0193037   4.18875   0.173582
13.4383   0.00768663   3.78436   0.724135
16.9855   0.103967   4.4171   -1.61163
12.6602   0.0869275   4.1854   -1.32075
10.9479   0.0790938   1.82958   -0.517988
18.8207   0.00402849   2.38956   2.90382
15.3539   0.351993   2.82153   -2.51893
11.7061   0.00977651   2.95157   0.199596
13.3798   0.0263154   3.37808   -0.879139
19.9806   0.00493592   3.703   2.39474
12.6324   0.00341986   1.95222   2.53312
15.5484   0.146979   2.90407   -1.4814
11.5292   0.098925   3.37179   -1.41822
14.2224   0.124547   3.80067   -1.61894
13.4447   0.00736237   3.05122   1.47259
16.1887   0.00314109   1.9559   2.36175
10.9789   0.0649385   3.44258   -0.834352
15.9742   0.00604235   2.87251   0.887064
11.8328   0.22611   3.23928   -2.09996
11.4439   0.101119   2.24547   -1.42331
12.8749   0.00273898   4.19712   2.45711
11.1853   0.00140228   3.50307   -0.0139431
13.1388   0.0107649   2.93455   1.21347
17.8808   0.174929   4.0192   -1.67152
15.4244   0.017157   3.47843   0.939073
11.614   0.0149138   2.73773   0.985935
16.2967   0.146828   2.87414   -1.4197
10.2165   0.0061382   2.48307   1.627
10.7322   0.180484   2.80442   -1.76292
16.7949   0.0297536   5.05531   0.0901124
13.8084   0.311889   4.42109   -2.66611
17.0813   0.00502252   1.92739   2.73864
15.6466   0.0186238   3.72189   0.623239
15.244   0.63311   3.85612   -3.02477
19.7845   0.0259876   3.41216   0.618657
15.1667   0.362658   2.01632   -1.70732
15.4899   0.00386774   3.09409   0.43553
18.7453   0.0132693   3.04491   1.45397
14.766   0.00573356   6.37534   1.13505
17.688   0.0390838   3.90358   0.0468462
12.2977   0.191424   3.86131   -1.92196
18.7914   0.0943908   3.39394   -0.683688
12.5494   0.020184   2.4809   0.830952
19.9665   0.0458927   5.79116   -0.34205
10.3549   0.246284   1.7374   -3.50856
16.3997   0.00202529   5.2529   0.715753
13.4538   0.0066942   2.88137   1.75316
12.1681   0.013733   2.8759   0.696256
11.8636   0.00566733   3.40377   1.6954
13.9703   0.321608   2.39174   -3.46029
16.0791   0.244739   3.91139   -2.00868
16.4767   0.0117155   3.7393   1.27288
10.2396   0.236176   3.31569   -2.12148
14.9615   0.00698059   2.91477   0.472554
10.2474   0.0321653   2.18251   0.0975136
10.8708   0.0209537   4.55808   0.0334526
12.3472   0.00965783   3.056   0.659513
16.0436   0.0157855   3.67755   0.685967
10.1905   0.189428   2.57286   -1.87107
13.4908   0.0383885   4.23247   -0.497679
16.9438   0.00815623   2.67397   1.49005
11.0443   0.00565586   3.13597   1.73924
10.8129   0.688287   3.2851   -3.30833
11.0599   0.352841   2.28268   -3.34549
14.1169   0.00260288   2.60542   2.83465
16.7328   0.00564905   4.04968   1.90591
15.6803   0.13332   3.6351   -1.24782
10.3719   0.00545407   1.98796   0.978972
13.5709   0.0731742   3.64651   -0.961305
19.3325   0.114212   4.10002   -0.963528
14.3328   0.0982823   3.67817   -1.04277
12.5784   0.0212331   5.12344   -1.25851
19.0327   0.0895347   2.60652   -1.04911
14.2188   0.0502115   4.41561   -0.580579
11.0632   0.00292363   3.04176   2.37559
11.1585   0.288146   1.83457   -3.6933
17.9407   0.00800487   3.147   1.36649
10.9552   0.00699974   2.04632   1.16794
10.0383   0.0240098   2.25402   -0.0219956
10.3802   0.0266072   3.30935   -0.21107
12.7102   0.04448   2.7843   -0.811336
16.4223   0.00586924   2.86725   2.06898
14.4843   0.254285   3.59122   -2.05374
10.2117   0.00374876   4.19979   0.82761
15.6786   0.208874   3.95038   -1.90816
12.5536   0.209236   3.5474   -1.78619
11.2034   0.177087   3.52534   -1.92522
10.3076   0.0148065   4.06773   0.389058
11.3113   0.00581098   3.51858   1.33217
11.5341   0.0874748   1.59311   -0.566628
14.5614   0.0085592   3.01194   1.72464
10.1086   0.0232346   2.81791   0.0256979
14.3043   0.302459   4.37909   -2.52984
10.7051   0.0121721   4.15073   0.689226
15.2124   0.0161464   5.86916   0.0855343
16.3846   0.382105   3.81544   -2.55248
11.3561   0.335215   3.93773   -2.5234
10.7463   0.0253187   3.22678   0.0993372
11.4856   0.0381179   4.83457   -1.84279
19.9943   0.13129   3.8116   -1.47204
17.1851   0.393969   4.1206   -3.0099
13.3018   0.0379808   3.42595   -0.0289906
